Team,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season,Leage,ln1divwmin1
John Jay College,645.00,1.00,40.00,15.00,60.00,0.25,6.00,22.00,0.27,7.00,12.00,0.58,18.00,13.00,5.00,27.00,32.00,6.00,9.00,3.00,43.00,615.00,0.33,0.30,110.60,10.20,69.20,36.40,40.00,21.50,11.40,7.90,0.70,12.20,54.70,116.90,-62.30,78.70,78.70,629.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,-49.00,0.00,1.40,0.30,0.50,0.12,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Johnson & Wales (Den),460.00,2.00,40.00,22.50,63.50,0.35,9.00,27.50,0.33,9.50,15.50,0.61,13.00,15.50,9.00,14.50,23.50,10.50,10.00,2.50,63.50,558.00,0.45,0.43,129.50,20.20,52.70,32.60,46.70,15.50,13.30,5.80,1.00,32.20,84.70,134.70,-50.00,150.00,75.00,366.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,68.00,-37.50,0.00,1.47,0.80,0.80,0.15,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Johnson & Wales (NC),580.00,4.00,40.00,19.20,60.20,0.32,7.00,23.50,0.30,7.00,12.50,0.56,17.00,20.20,10.50,17.00,27.50,8.80,6.80,2.20,52.50,617.00,0.40,0.38,117.70,23.90,64.20,39.00,45.50,20.40,9.20,6.00,0.90,16.50,71.70,134.60,-62.80,292.80,73.20,413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,-46.00,0.00,1.46,0.50,0.40,0.12,0.00,4.00,0.00,2018.00,Great West Conference,6.91
Johnson & Wales (RI),88.00,1.00,40.00,23.00,59.00,0.39,8.00,24.00,0.33,24.00,31.00,0.77,18.00,28.00,10.00,25.00,35.00,12.00,4.00,6.00,78.00,459.00,0.53,0.46,149.70,25.60,51.00,39.80,52.20,19.60,4.80,12.80,1.30,40.90,94.70,128.70,-34.00,82.40,82.40,593.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,-28.00,0.00,1.52,0.70,0.20,0.41,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Johnson University (FL),410.00,1.00,40.00,27.00,68.00,0.40,4.00,15.00,0.27,8.00,18.00,0.44,18.00,17.00,13.00,16.00,29.00,11.00,8.00,3.00,66.00,564.00,0.43,0.43,110.80,27.10,53.30,37.20,40.70,19.00,9.60,6.70,1.00,28.80,80.30,131.30,-51.10,82.20,82.20,571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,-42.00,0.00,1.41,0.60,0.40,0.12,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Johnson University (TN),6.00,1.00,40.00,29.00,59.00,0.49,11.00,25.00,0.44,18.00,20.00,0.90,16.00,27.00,4.00,22.00,26.00,13.00,0.00,1.00,87.00,416.00,0.64,0.59,183.20,13.30,61.10,39.40,44.80,18.90,0.00,2.00,1.50,40.20,108.40,133.30,-24.90,80.30,80.30,596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,-20.00,0.00,1.45,0.80,0.00,0.31,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Kansas,42.00,39.00,40.10,29.90,60.70,0.49,10.00,25.00,0.40,11.60,16.40,0.71,11.70,15.30,9.30,25.20,34.50,16.60,6.50,4.10,81.40,29.00,0.59,0.58,160.20,28.90,70.10,50.70,55.70,14.60,9.10,10.90,1.30,65.60,114.40,101.00,13.40,2773.80,70.90,70.00,19.00,0.00,0.00,0.00,0.00,0.00,3.00,114.00,9.60,0.00,1.56,1.40,0.60,0.19,31.00,8.00,0.80,2018.00,Great West Conference,-1.36
Kansas State,291.00,37.00,40.10,25.30,54.70,0.46,6.90,20.10,0.34,13.60,18.50,0.73,11.40,18.50,7.50,22.00,29.60,13.80,7.90,3.00,71.10,113.00,0.56,0.53,153.80,24.60,69.00,47.30,54.40,15.30,11.80,9.30,1.30,51.00,105.50,99.40,6.10,2491.80,67.10,252.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,91.00,4.10,0.00,1.54,1.20,0.70,0.25,25.00,12.00,0.68,2018.00,Great West Conference,-0.74
Kean,503.00,2.00,40.00,22.50,62.00,0.36,7.50,25.50,0.29,6.50,12.00,0.54,26.50,19.50,10.50,18.50,29.00,11.00,8.50,2.00,59.00,581.00,0.44,0.42,119.90,24.70,64.90,40.80,48.90,28.10,10.30,4.90,1.00,17.60,71.00,126.40,-55.40,166.20,83.10,399.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,-46.00,0.00,1.49,0.40,0.30,0.11,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Kennesaw State,245.00,30.00,40.20,26.80,59.00,0.46,5.30,14.60,0.37,13.70,19.90,0.69,13.60,18.00,9.70,22.10,31.80,14.90,7.20,3.10,72.70,302.00,0.53,0.50,151.00,29.00,68.00,48.20,55.40,16.60,10.00,7.80,1.20,49.60,100.70,107.40,-6.70,2166.70,71.90,337.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,98.00,-4.90,0.00,1.55,1.10,0.50,0.23,10.00,20.00,0.33,2018.00,Great West Conference,0.69
Kent State,235.00,34.00,40.30,25.60,60.20,0.43,7.50,23.00,0.33,14.30,19.60,0.73,13.00,18.80,10.90,24.10,35.00,11.60,5.90,3.60,73.00,224.00,0.53,0.49,148.00,31.10,71.10,50.80,45.10,15.80,8.30,9.70,1.20,47.80,102.40,103.20,-0.80,2424.50,70.80,134.00,14.00,0.00,0.00,0.00,0.00,0.00,2.00,111.00,-0.60,0.00,1.45,0.90,0.50,0.24,17.00,17.00,0.50,2018.00,Great West Conference,0.00
Kentucky,111.00,37.00,40.10,27.00,57.20,0.47,5.30,14.80,0.36,17.50,25.10,0.70,13.00,19.00,11.30,26.50,37.80,13.20,5.60,4.80,76.80,73.00,0.56,0.52,152.70,35.20,70.30,54.10,49.00,15.80,8.00,13.70,1.30,56.60,108.70,99.50,9.20,2612.10,70.40,178.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,107.00,6.50,0.00,1.49,1.00,0.40,0.31,26.00,11.00,0.70,2018.00,Great West Conference,-0.86
Kentucky Christian,618.00,2.00,40.00,17.00,60.50,0.28,8.00,29.00,0.28,6.50,10.50,0.62,13.00,11.50,7.00,18.50,25.50,10.50,6.00,1.50,48.50,598.00,0.37,0.35,117.60,16.10,62.70,34.90,61.80,16.60,8.30,3.70,0.80,19.30,67.30,125.50,-58.20,144.20,72.10,497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,-42.00,0.00,1.62,0.80,0.50,0.11,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Kentucky State,412.00,1.00,40.00,26.00,67.00,0.39,6.00,18.00,0.33,8.00,17.00,0.47,16.00,22.00,12.00,26.00,38.00,16.00,5.00,3.00,66.00,483.00,0.44,0.43,119.20,25.50,72.20,45.80,61.50,17.60,6.30,6.10,1.00,37.90,83.60,122.90,-39.30,79.00,79.00,651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,-31.00,0.00,1.62,1.00,0.30,0.12,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Kentucky Wesleyan,578.00,1.00,40.00,23.00,48.00,0.48,4.00,21.00,0.19,3.00,5.00,0.60,24.00,20.00,6.00,20.00,26.00,13.00,3.00,5.00,53.00,516.00,0.53,0.52,127.00,23.10,46.50,37.70,56.50,32.30,4.30,9.60,1.10,23.10,76.90,120.50,-43.50,68.90,68.90,645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,-30.00,0.00,1.57,0.50,0.10,0.06,0.00,1.00,0.00,2018.00,Great West Conference,6.91
La Salle,238.00,32.00,41.10,25.50,59.50,0.43,7.30,22.20,0.33,14.50,18.50,0.79,11.70,17.10,8.50,25.40,33.90,12.80,5.90,2.80,72.90,230.00,0.53,0.49,154.50,24.60,74.60,49.30,50.20,14.60,8.30,7.30,1.20,48.90,102.30,103.50,-1.20,2280.80,69.40,81.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,95.00,-0.80,0.00,1.50,1.10,0.50,0.24,13.00,19.00,0.41,2018.00,Great West Conference,0.38
La Verne,316.00,1.00,40.00,25.00,58.00,0.43,9.00,22.00,0.41,11.00,22.00,0.50,23.00,26.00,10.00,19.00,29.00,15.00,2.00,3.00,70.00,608.00,0.51,0.51,134.00,25.60,67.90,43.30,60.00,25.20,2.40,7.10,1.20,26.50,84.20,144.40,-60.20,83.10,83.10,578.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,-50.00,0.00,1.60,0.70,0.10,0.19,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lafayette,290.00,31.00,40.20,25.10,55.10,0.46,8.50,22.80,0.37,12.60,16.40,0.77,13.30,16.60,6.60,25.90,32.50,12.50,4.20,3.30,71.20,278.00,0.57,0.53,159.50,21.20,74.00,49.20,49.70,17.40,6.10,8.80,1.30,48.00,102.30,107.00,-4.60,2156.70,69.30,357.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,-3.20,0.00,1.50,0.90,0.30,0.23,10.00,21.00,0.32,2018.00,Great West Conference,0.74
Lake Erie,1.00,1.00,45.00,38.00,67.00,0.57,15.00,27.00,0.56,15.00,18.00,0.83,21.00,31.00,9.00,28.00,37.00,24.00,3.00,1.00,106.00,263.00,0.70,0.68,195.60,29.00,66.70,50.70,63.20,21.80,3.40,2.00,1.60,62.70,121.40,124.80,-3.40,87.30,77.60,411.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,-3.00,0.00,1.63,1.10,0.10,0.22,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lakeland (WI),660.00,1.00,40.00,10.00,82.00,0.12,3.00,48.00,0.06,4.00,4.00,1.00,8.00,27.00,12.00,20.00,32.00,5.00,9.00,1.00,27.00,657.00,0.16,0.14,118.40,16.90,62.50,31.10,50.00,8.70,11.90,2.40,0.30,-15.50,34.70,126.00,-91.30,77.80,77.80,395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,-71.00,0.00,1.50,0.60,1.10,0.05,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lamar,145.00,33.00,40.60,26.50,61.40,0.43,7.80,22.70,0.34,15.10,22.90,0.66,13.00,19.80,12.20,24.20,36.40,13.60,8.50,2.30,75.80,83.00,0.52,0.49,143.00,32.40,73.10,51.50,51.40,15.30,11.80,6.40,1.20,52.10,104.20,95.70,8.50,2399.70,71.60,19.00,24.00,0.00,0.00,0.00,0.00,5.00,0.00,112.00,6.20,0.00,1.51,1.00,0.70,0.25,19.00,14.00,0.58,2018.00,Great West Conference,-0.31
Lawrence Tech (MI),237.00,1.00,40.00,27.00,58.00,0.47,17.00,32.00,0.53,2.00,2.00,1.00,17.00,10.00,7.00,24.00,31.00,14.00,3.00,2.00,73.00,424.00,0.62,0.61,199.70,22.60,61.50,44.30,51.90,22.40,4.40,6.70,1.30,50.80,106.40,132.60,-26.20,68.60,68.60,533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,-18.00,0.00,1.52,0.80,0.20,0.03,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lees-McRae,489.00,1.00,40.00,19.00,59.00,0.32,9.00,37.00,0.24,13.00,17.00,0.77,18.00,24.00,6.00,23.00,29.00,11.00,9.00,4.00,60.00,488.00,0.45,0.40,133.00,14.30,60.50,36.20,57.90,21.20,11.10,8.50,1.00,26.60,75.00,115.10,-40.00,80.00,80.00,617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,-32.00,0.00,1.58,0.60,0.50,0.22,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lehigh,90.00,30.00,41.00,27.80,61.50,0.45,9.80,24.00,0.41,12.40,16.00,0.78,12.70,18.40,8.20,26.40,34.60,14.30,6.10,1.80,77.90,213.00,0.56,0.53,163.60,24.30,74.30,49.90,51.30,15.50,8.40,5.10,1.30,52.70,106.00,105.90,0.10,2203.20,71.60,240.00,9.00,0.00,0.00,0.00,0.00,2.00,0.00,95.00,0.10,0.00,1.51,1.10,0.50,0.20,16.00,14.00,0.53,2018.00,Great West Conference,-0.14
LeMoyne-Owen College,533.00,1.00,40.00,20.00,60.00,0.33,5.00,23.00,0.22,12.00,18.00,0.67,18.00,20.00,13.00,26.00,39.00,6.00,6.00,3.00,57.00,448.00,0.42,0.38,121.70,28.90,63.40,45.30,30.00,20.80,8.10,8.10,0.90,24.80,77.10,109.50,-32.50,74.00,74.00,657.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,-24.00,0.00,1.30,0.30,0.30,0.20,0.00,1.00,0.00,2018.00,Great West Conference,6.91
LeTourneau,21.00,2.00,40.00,25.50,57.50,0.44,9.00,23.00,0.39,23.50,35.00,0.67,16.50,19.50,7.00,22.50,29.50,10.50,7.00,2.00,83.50,280.00,0.56,0.52,150.60,17.70,65.20,39.90,41.20,18.20,8.50,4.50,1.50,44.40,100.60,105.40,-4.80,166.00,83.00,611.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,-4.00,0.00,1.41,0.60,0.40,0.41,1.00,1.00,0.50,2018.00,Great West Conference,0.00
Lewis,622.00,1.00,40.00,15.00,48.00,0.31,3.00,17.00,0.18,15.00,21.00,0.71,17.00,26.00,6.00,23.00,29.00,11.00,1.00,3.00,48.00,573.00,0.41,0.34,120.30,18.20,65.70,42.60,73.30,22.70,1.40,10.70,1.00,12.40,68.70,121.60,-52.90,69.90,69.90,519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,-37.00,0.00,1.73,0.60,0.10,0.31,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Liberty,298.00,37.00,40.80,24.30,52.60,0.46,8.10,21.70,0.37,14.10,17.80,0.79,11.80,16.60,6.90,25.20,32.10,14.10,5.90,2.50,70.80,54.00,0.58,0.54,162.80,23.70,80.80,53.20,58.00,16.20,9.00,9.10,1.30,51.80,107.70,96.60,11.00,2434.70,64.50,179.00,11.00,0.00,0.00,0.00,0.00,2.00,0.00,96.00,7.20,0.00,1.58,1.20,0.50,0.27,22.00,15.00,0.60,2018.00,Great West Conference,-0.39
Life Pacific,514.00,4.00,40.00,21.20,58.00,0.37,7.80,24.80,0.31,8.20,13.00,0.64,12.20,16.20,9.50,17.80,27.20,10.80,5.00,1.00,58.50,551.00,0.46,0.43,131.40,24.40,55.90,38.50,50.60,16.00,7.40,2.70,1.00,29.30,87.20,136.40,-49.20,268.30,67.10,355.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,-33.00,0.00,1.51,0.90,0.40,0.14,0.00,4.00,0.00,2018.00,Great West Conference,6.91
Limestone,638.00,1.00,40.00,13.00,52.00,0.25,6.00,22.00,0.27,13.00,29.00,0.45,17.00,17.00,10.00,28.00,38.00,4.00,7.00,4.00,45.00,484.00,0.34,0.31,97.10,21.30,65.10,42.20,30.80,20.50,9.40,8.50,0.90,15.60,61.10,100.50,-39.40,73.60,73.60,526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,-29.00,0.00,1.31,0.20,0.40,0.25,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lincoln Christian (IL),529.00,1.00,40.00,18.00,63.00,0.29,10.00,27.00,0.37,11.00,14.00,0.79,15.00,16.00,9.00,24.00,33.00,11.00,5.00,1.00,57.00,532.00,0.41,0.37,144.20,19.60,77.40,42.90,61.10,17.70,6.70,2.20,0.90,25.50,76.00,121.40,-45.40,75.00,75.00,394.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,-34.00,0.00,1.61,0.70,0.30,0.18,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lincoln University,491.00,1.00,40.00,21.00,58.00,0.36,8.00,21.00,0.38,10.00,16.00,0.63,14.00,19.00,13.00,24.00,37.00,11.00,6.00,9.00,60.00,381.00,0.46,0.43,136.80,31.70,50.00,41.60,52.40,17.60,8.70,18.40,1.00,44.00,88.50,106.30,-17.70,67.80,67.80,650.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,60.00,-12.00,0.00,1.52,0.80,0.40,0.17,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Linfield College,295.00,1.00,40.00,26.00,60.00,0.43,7.00,27.00,0.26,12.00,25.00,0.48,27.00,21.00,9.00,27.00,36.00,20.00,11.00,2.00,71.00,556.00,0.49,0.49,117.30,20.50,61.40,40.90,76.90,27.30,12.10,5.40,1.20,41.40,78.40,128.10,-49.70,90.60,90.60,508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,-45.00,0.00,1.77,0.70,0.40,0.20,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Lipscomb,35.00,33.00,40.60,28.00,61.80,0.45,8.10,24.60,0.33,18.00,25.00,0.72,14.90,19.90,10.20,27.70,37.90,15.70,6.50,3.10,82.10,117.00,0.56,0.52,149.90,28.20,76.80,52.50,56.00,16.90,8.30,8.00,1.30,56.80,104.50,99.00,5.60,2591.00,77.30,161.00,12.00,0.00,1.00,0.00,0.00,4.00,0.00,110.00,4.40,0.00,1.56,1.00,0.40,0.29,23.00,10.00,0.70,2018.00,Great West Conference,-0.84
Little Rock,456.00,32.00,40.60,23.40,54.80,0.43,6.20,19.50,0.32,10.60,17.30,0.61,14.30,19.10,9.40,23.30,32.80,12.20,5.00,2.90,63.70,331.00,0.51,0.48,135.80,28.00,69.90,48.80,52.10,18.50,7.30,9.50,1.20,38.60,93.50,102.80,-9.40,2180.50,67.10,348.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,94.00,-6.40,0.00,1.52,0.90,0.30,0.19,7.00,25.00,0.22,2018.00,Great West Conference,1.27
Long Beach State,158.00,33.00,40.30,26.20,58.10,0.45,5.90,16.90,0.35,16.90,23.20,0.73,15.20,17.90,10.90,24.20,35.10,12.70,6.60,3.60,75.30,273.00,0.55,0.50,153.10,32.10,71.20,51.60,48.40,18.00,9.00,8.90,1.30,50.40,102.40,106.60,-4.20,2425.70,73.00,188.00,11.00,0.00,1.00,0.00,0.00,0.00,0.00,104.00,-3.10,0.00,1.48,0.80,0.40,0.29,15.00,18.00,0.46,2018.00,Great West Conference,0.18
Long Island,103.00,35.00,40.10,26.70,58.70,0.46,8.00,23.30,0.34,15.60,22.50,0.70,14.20,19.60,9.90,26.70,36.70,12.60,5.50,3.20,77.00,199.00,0.56,0.52,149.30,29.20,71.40,51.40,47.30,17.00,7.50,7.60,1.30,51.70,104.30,103.40,0.90,2585.90,73.60,147.00,13.00,0.00,0.00,0.00,0.00,3.00,0.00,104.00,0.60,0.00,1.47,0.90,0.40,0.27,18.00,17.00,0.51,2018.00,Great West Conference,-0.06
Longwood,462.00,33.00,40.00,22.10,53.50,0.41,6.80,20.90,0.33,12.30,17.90,0.69,15.60,17.40,7.60,23.60,31.20,9.90,6.60,3.10,63.30,371.00,0.51,0.48,142.70,22.70,68.60,46.00,44.90,20.20,9.40,9.00,1.20,37.10,90.40,105.90,-15.50,2309.20,70.00,293.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,107.00,-10.80,0.00,1.45,0.60,0.40,0.23,7.00,26.00,0.21,2018.00,Great West Conference,1.31
Louisiana,24.00,34.00,40.10,28.60,61.60,0.46,8.70,24.10,0.36,17.40,22.80,0.76,13.40,19.10,12.20,25.50,37.60,17.40,7.50,4.30,83.20,11.00,0.58,0.54,158.80,35.30,73.40,54.40,60.90,15.60,10.20,11.10,1.40,65.80,113.30,96.40,16.90,2496.80,73.20,22.00,24.00,2.00,0.00,0.00,0.00,3.00,3.00,115.00,12.40,0.00,1.61,1.30,0.60,0.28,27.00,7.00,0.79,2018.00,Great West Conference,-1.35
Louisiana-Monroe,330.00,32.00,40.30,25.30,58.20,0.44,9.00,25.00,0.36,10.20,14.20,0.72,11.80,16.70,8.80,23.90,32.70,13.90,6.50,1.30,69.80,176.00,0.54,0.51,151.20,26.70,71.80,49.30,55.00,15.40,9.50,4.10,1.20,48.80,102.80,100.60,2.20,2173.40,67.40,287.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,104.00,1.50,0.00,1.55,1.20,0.50,0.17,16.00,16.00,0.50,2018.00,Great West Conference,0.00
Louisiana College,551.00,3.00,40.00,19.30,52.70,0.37,6.00,16.70,0.36,10.70,20.00,0.53,23.70,21.00,6.00,20.30,26.30,9.00,7.30,2.00,55.30,591.00,0.45,0.42,126.00,15.90,60.40,36.90,46.60,27.60,9.30,4.70,1.10,13.80,69.60,126.10,-56.60,238.70,79.60,358.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,-45.00,0.00,1.47,0.40,0.30,0.20,0.00,3.00,0.00,2018.00,Great West Conference,6.91
Louisiana Tech,180.00,33.00,40.20,25.40,56.90,0.45,8.70,23.20,0.38,15.30,21.10,0.73,12.30,17.20,9.00,24.50,33.50,14.20,5.90,4.00,74.80,116.00,0.56,0.52,154.60,27.00,72.20,49.80,56.10,15.50,8.50,10.40,1.30,54.70,106.90,101.00,5.90,2308.50,69.70,339.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,112.00,4.20,0.00,1.56,1.20,0.50,0.27,17.00,16.00,0.52,2018.00,Great West Conference,-0.06
Louisville,148.00,36.00,40.60,26.90,59.40,0.45,7.80,20.90,0.37,14.00,19.00,0.74,11.80,16.20,9.50,26.20,35.80,13.60,7.00,6.00,75.60,96.00,0.55,0.52,156.10,27.90,69.70,49.90,50.50,14.70,9.70,15.00,1.30,58.90,106.00,98.60,7.40,2566.10,70.30,76.00,19.00,3.00,0.00,0.00,0.00,0.00,11.00,102.00,5.30,0.00,1.51,1.20,0.60,0.24,22.00,14.00,0.61,2018.00,Great West Conference,-0.45
Lourdes,547.00,1.00,40.00,19.00,58.00,0.33,9.00,29.00,0.31,9.00,13.00,0.69,16.00,22.00,6.00,17.00,23.00,13.00,11.00,2.00,56.00,582.00,0.44,0.41,133.00,14.30,60.70,32.90,68.40,20.00,14.90,6.20,1.00,25.40,75.70,131.00,-55.40,74.00,74.00,530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,-41.00,0.00,1.68,0.80,0.70,0.16,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Loyola (IL),283.00,38.00,40.00,26.20,51.70,0.51,7.30,18.40,0.40,11.90,16.50,0.73,12.40,13.90,5.70,25.20,30.90,15.60,6.30,2.40,71.60,27.00,0.60,0.58,162.80,21.40,75.30,51.40,59.70,17.20,9.50,6.80,1.40,56.30,107.80,94.20,13.60,2524.40,66.40,314.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,102.00,9.10,0.00,1.60,1.30,0.50,0.23,32.00,6.00,0.84,2018.00,Great West Conference,-1.68
Loyola (MD),339.00,31.00,40.50,25.70,58.70,0.44,5.30,16.40,0.32,12.80,19.60,0.65,13.40,19.80,10.20,23.70,33.90,11.60,7.00,3.10,69.50,316.00,0.51,0.48,141.10,28.90,75.20,50.70,45.20,16.40,9.90,8.90,1.20,44.10,97.70,105.50,-7.80,2205.50,70.30,148.00,13.00,0.00,1.00,0.00,0.00,3.00,0.00,97.00,-5.50,0.00,1.45,0.90,0.50,0.22,9.00,22.00,0.29,2018.00,Great West Conference,0.89
Loyola (NO),559.00,2.00,40.00,19.00,51.50,0.37,5.00,14.00,0.36,11.50,16.00,0.72,23.00,21.50,7.50,21.50,29.00,6.50,7.00,4.50,54.50,533.00,0.46,0.42,144.50,21.40,59.70,40.80,34.20,28.00,9.10,11.50,1.10,17.80,71.80,117.20,-45.40,151.80,75.90,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,-34.50,0.00,1.34,0.30,0.30,0.22,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Loyola Marymount,275.00,31.00,40.30,25.90,58.50,0.44,6.50,18.50,0.35,13.60,19.10,0.71,13.00,19.60,11.30,20.30,31.60,14.20,7.00,2.30,71.80,299.00,0.53,0.50,150.10,33.50,70.20,50.40,54.70,16.20,10.20,7.10,1.20,47.60,104.40,111.00,-6.70,2134.00,68.30,156.00,13.00,0.00,0.00,0.00,0.00,2.00,0.00,92.00,-4.60,0.00,1.55,1.10,0.50,0.23,11.00,20.00,0.36,2018.00,Great West Conference,0.59
LSU,96.00,33.00,40.20,27.80,58.40,0.48,8.10,23.50,0.35,13.90,19.00,0.73,11.60,17.70,9.10,23.20,32.30,14.20,7.60,3.30,77.50,134.00,0.58,0.55,155.30,28.40,69.10,49.20,51.00,14.70,10.80,9.70,1.30,57.60,110.50,106.40,4.10,2315.80,69.90,98.00,16.00,0.00,0.00,0.00,0.00,4.00,0.00,105.00,2.90,0.00,1.51,1.20,0.70,0.24,18.00,15.00,0.55,2018.00,Great West Conference,-0.18
LSU Shreveport,12.00,1.00,40.00,31.00,74.00,0.42,6.00,26.00,0.23,17.00,26.00,0.65,11.00,24.00,15.00,31.00,46.00,11.00,5.00,2.00,85.00,192.00,0.49,0.46,130.40,33.30,70.50,51.70,35.50,11.30,6.30,4.10,1.10,53.00,105.50,104.30,1.20,80.60,80.60,390.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,1.00,0.00,1.36,1.00,0.50,0.23,1.00,0.00,1.00,2018.00,Great West Conference,-13.82
Lynchburg College,26.00,1.00,40.00,28.00,69.00,0.41,12.00,38.00,0.32,15.00,20.00,0.75,16.00,23.00,9.00,23.00,32.00,16.00,10.00,3.00,83.00,149.00,0.53,0.49,147.20,21.40,59.00,39.50,57.10,16.90,11.50,7.70,1.20,51.50,96.40,92.90,3.50,86.10,86.10,622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,3.00,0.00,1.57,1.00,0.60,0.22,1.00,0.00,1.00,2018.00,Great West Conference,-13.82
Lyon,541.00,1.00,40.00,18.00,48.00,0.38,8.00,20.00,0.40,12.00,17.00,0.71,17.00,20.00,6.00,24.00,30.00,11.00,7.00,0.00,56.00,375.00,0.50,0.46,148.10,18.20,77.40,46.90,61.10,23.30,10.20,0.00,1.20,28.60,82.40,98.60,-16.20,67.90,67.90,464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,-11.00,0.00,1.61,0.60,0.40,0.25,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Maine,398.00,32.00,40.50,23.90,58.50,0.41,7.00,23.30,0.30,12.00,17.50,0.69,15.50,19.50,9.00,25.30,34.30,11.80,6.40,2.90,66.90,344.00,0.50,0.47,139.90,25.10,71.20,48.00,49.40,18.80,8.90,8.30,1.10,39.90,91.60,103.10,-11.50,2335.90,72.10,324.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,-8.40,0.00,1.49,0.80,0.40,0.21,6.00,26.00,0.19,2018.00,Great West Conference,1.46
Maine-Presque Isle,555.00,1.00,40.00,18.00,53.00,0.34,8.00,26.00,0.31,11.00,19.00,0.58,18.00,13.00,4.00,25.00,29.00,10.00,6.00,3.00,55.00,426.00,0.44,0.42,122.60,9.80,80.60,40.30,55.60,22.50,8.10,10.30,1.00,25.40,73.50,100.20,-26.70,74.90,74.90,482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,-20.00,0.00,1.56,0.60,0.30,0.21,0.00,1.00,0.00,2018.00,Great West Conference,6.91
